DateKey,Date,Day,DayName,Weekday,Month,MonthName,Quarter,Year,WeekOfYear,IsHoliday,IsMonthEnd,IsMonthStart,IsQuarterStart,IsQuarterEnd,IsYearEnd,IsYearStart
20231030,2023-10-30,30,Monday,1,10,October,4,2023,44,0,0,0,0,0,0,0
20231031,2023-10-31,31,Tuesday,1,10,October,4,2023,44,0,1,0,0,0,0,0
20231101,2023-11-01,1,Wednesday,1,11,November,4,2023,44,0,0,1,0,0,0,0
20231102,2023-11-02,2,Thursday,1,11,November,4,2023,44,0,0,0,0,0,0,0
20231103,2023-11-03,3,Friday,1,11,November,4,2023,44,0,0,0,0,0,0,0
20231104,2023-11-04,4,Saturday,0,11,November,4,2023,44,0,0,0,0,0,0,0
20231105,2023-11-05,5,Sunday,0,11,November,4,2023,45,1,0,0,0,0,0,0
20231106,2023-11-06,6,Monday,1,11,November,4,2023,45,0,0,0,0,0,0,0
20231107,2023-11-07,7,Tuesday,1,11,November,4,2023,45,0,0,0,0,0,0,0
20231108,2023-11-08,8,Wednesday,1,11,November,4,2023,45,0,0,0,0,0,0,0
20231109,2023-11-09,9,Thursday,1,11,November,4,2023,45,0,0,0,0,0,0,0
20231110,2023-11-10,10,Friday,1,11,November,4,2023,45,0,0,0,0,0,0,0
20231111,2023-11-11,11,Saturday,0,11,November,4,2023,45,0,0,0,0,0,0,0
20231112,2023-11-12,12,Sunday,0,11,November,4,2023,46,1,0,0,0,0,0,0
20231113,2023-11-13,13,Monday,1,11,November,4,2023,46,0,0,0,0,0,0,0
20231114,2023-11-14,14,Tuesday,1,11,November,4,2023,46,0,0,0,0,0,0,0
20231115,2023-11-15,15,Wednesday,1,11,November,4,2023,46,0,0,0,0,0,0,0
20231116,2023-11-16,16,Thursday,1,11,November,4,2023,46,0,0,0,0,0,0,0
20231117,2023-11-17,17,Friday,1,11,November,4,2023,46,0,0,0,0,0,0,0
20231118,2023-11-18,18,Saturday,0,11,November,4,2023,46,0,0,0,0,0,0,0
20231119,2023-11-19,19,Sunday,0,11,November,4,2023,47,1,0,0,0,0,0,0
20231120,2023-11-20,20,Monday,1,11,November,4,2023,47,0,0,0,0,0,0,0
20231121,2023-11-21,21,Tuesday,1,11,November,4,2023,47,0,0,0,0,0,0,0
20231122,2023-11-22,22,Wednesday,1,11,November,4,2023,47,0,0,0,0,0,0,0
20231123,2023-11-23,23,Thursday,1,11,November,4,2023,47,0,0,0,0,0,0,0
20231124,2023-11-24,24,Friday,1,11,November,4,2023,47,0,0,0,0,0,0,0
20231125,2023-11-25,25,Saturday,0,11,November,4,2023,47,0,0,0,0,0,0,0
20231126,2023-11-26,26,Sunday,0,11,November,4,2023,48,1,0,0,0,0,0,0
20231127,2023-11-27,27,Monday,1,11,November,4,2023,48,0,0,0,0,0,0,0
20231128,2023-11-28,28,Tuesday,1,11,November,4,2023,48,0,0,0,0,0,0,0
20231129,2023-11-29,29,Wednesday,1,11,November,4,2023,48,0,0,0,0,0,0,0
20231130,2023-11-30,30,Thursday,1,11,November,4,2023,48,0,1,0,0,0,0,0
20231201,2023-12-01,1,Friday,1,12,December,4,2023,48,0,0,1,0,0,0,0
20231202,2023-12-02,2,Saturday,0,12,December,4,2023,48,0,0,0,0,0,0,0
20231203,2023-12-03,3,Sunday,0,12,December,4,2023,49,1,0,0,0,0,0,0
20231204,2023-12-04,4,Monday,1,12,December,4,2023,49,0,0,0,0,0,0,0
20231205,2023-12-05,5,Tuesday,1,12,December,4,2023,49,0,0,0,0,0,0,0
20231206,2023-12-06,6,Wednesday,1,12,December,4,2023,49,0,0,0,0,0,0,0
20231207,2023-12-07,7,Thursday,1,12,December,4,2023,49,0,0,0,0,0,0,0
20231208,2023-12-08,8,Friday,1,12,December,4,2023,49,0,0,0,0,0,0,0
20231209,2023-12-09,9,Saturday,0,12,December,4,2023,49,0,0,0,0,0,0,0
20231210,2023-12-10,10,Sunday,0,12,December,4,2023,50,1,0,0,0,0,0,0
20231211,2023-12-11,11,Monday,1,12,December,4,2023,50,0,0,0,0,0,0,0
20231212,2023-12-12,12,Tuesday,1,12,December,4,2023,50,0,0,0,0,0,0,0
20231213,2023-12-13,13,Wednesday,1,12,December,4,2023,50,0,0,0,0,0,0,0
20231214,2023-12-14,14,Thursday,1,12,December,4,2023,50,0,0,0,0,0,0,0
20231215,2023-12-15,15,Friday,1,12,December,4,2023,50,0,0,0,0,0,0,0
20231216,2023-12-16,16,Saturday,0,12,December,4,2023,50,0,0,0,0,0,0,0
20231217,2023-12-17,17,Sunday,0,12,December,4,2023,51,1,0,0,0,0,0,0
20231218,2023-12-18,18,Monday,1,12,December,4,2023,51,0,0,0,0,0,0,0
20231219,2023-12-19,19,Tuesday,1,12,December,4,2023,51,0,0,0,0,0,0,0
20231220,2023-12-20,20,Wednesday,1,12,December,4,2023,51,0,0,0,0,0,0,0
20231221,2023-12-21,21,Thursday,1,12,December,4,2023,51,0,0,0,0,0,0,0
20231222,2023-12-22,22,Friday,1,12,December,4,2023,51,0,0,0,0,0,0,0
20231223,2023-12-23,23,Saturday,0,12,December,4,2023,51,0,0,0,0,0,0,0
20231224,2023-12-24,24,Sunday,0,12,December,4,2023,52,1,0,0,0,0,0,0
20231225,2023-12-25,25,Monday,1,12,December,4,2023,52,0,0,0,0,0,0,0
20231226,2023-12-26,26,Tuesday,1,12,December,4,2023,52,0,0,0,0,0,0,0
20231227,2023-12-27,27,Wednesday,1,12,December,4,2023,52,0,0,0,0,0,0,0
20231228,2023-12-28,28,Thursday,1,12,December,4,2023,52,0,0,0,0,0,0,0
20231229,2023-12-29,29,Friday,1,12,December,4,2023,52,0,0,0,0,0,0,0
20231230,2023-12-30,30,Saturday,0,12,December,4,2023,52,0,0,0,0,0,0,0
20231231,2023-12-31,31,Sunday,0,12,December,4,2023,53,1,1,0,0,1,1,0
20240101,2024-01-01,1,Monday,1,1,January,1,2024,0,0,0,1,1,0,0,1
20240102,2024-01-02,2,Tuesday,1,1,January,1,2024,0,0,0,0,0,0,0,0
20240103,2024-01-03,3,Wednesday,1,1,January,1,2024,0,0,0,0,0,0,0,0
20240104,2024-01-04,4,Thursday,1,1,January,1,2024,0,0,0,0,0,0,0,0
20240105,2024-01-05,5,Friday,1,1,January,1,2024,0,0,0,0,0,0,0,0
20240106,2024-01-06,6,Saturday,0,1,January,1,2024,0,0,0,0,0,0,0,0
20240107,2024-01-07,7,Sunday,0,1,January,1,2024,1,1,0,0,0,0,0,0
20240108,2024-01-08,8,Monday,1,1,January,1,2024,1,0,0,0,0,0,0,0
20240109,2024-01-09,9,Tuesday,1,1,January,1,2024,1,0,0,0,0,0,0,0
20240110,2024-01-10,10,Wednesday,1,1,January,1,2024,1,0,0,0,0,0,0,0
20240111,2024-01-11,11,Thursday,1,1,January,1,2024,1,0,0,0,0,0,0,0
20240112,2024-01-12,12,Friday,1,1,January,1,2024,1,0,0,0,0,0,0,0
20240113,2024-01-13,13,Saturday,0,1,January,1,2024,1,0,0,0,0,0,0,0
20240114,2024-01-14,14,Sunday,0,1,January,1,2024,2,1,0,0,0,0,0,0
20240115,2024-01-15,15,Monday,1,1,January,1,2024,2,0,0,0,0,0,0,0
20240116,2024-01-16,16,Tuesday,1,1,January,1,2024,2,0,0,0,0,0,0,0
20240117,2024-01-17,17,Wednesday,1,1,January,1,2024,2,0,0,0,0,0,0,0
20240118,2024-01-18,18,Thursday,1,1,January,1,2024,2,0,0,0,0,0,0,0
20240119,2024-01-19,19,Friday,1,1,January,1,2024,2,0,0,0,0,0,0,0
20240120,2024-01-20,20,Saturday,0,1,January,1,2024,2,0,0,0,0,0,0,0
20240121,2024-01-21,21,Sunday,0,1,January,1,2024,3,1,0,0,0,0,0,0
20240122,2024-01-22,22,Monday,1,1,January,1,2024,3,0,0,0,0,0,0,0
20240123,2024-01-23,23,Tuesday,1,1,January,1,2024,3,0,0,0,0,0,0,0
20240124,2024-01-24,24,Wednesday,1,1,January,1,2024,3,0,0,0,0,0,0,0
20240125,2024-01-25,25,Thursday,1,1,January,1,2024,3,0,0,0,0,0,0,0
20240126,2024-01-26,26,Friday,1,1,January,1,2024,3,0,0,0,0,0,0,0
20240127,2024-01-27,27,Saturday,0,1,January,1,2024,3,0,0,0,0,0,0,0
20240128,2024-01-28,28,Sunday,0,1,January,1,2024,4,1,0,0,0,0,0,0
20240129,2024-01-29,29,Monday,1,1,January,1,2024,4,0,0,0,0,0,0,0
20240130,2024-01-30,30,Tuesday,1,1,January,1,2024,4,0,0,0,0,0,0,0
20240131,2024-01-31,31,Wednesday,1,1,January,1,2024,4,0,1,0,0,0,0,0
20240201,2024-02-01,1,Thursday,1,2,February,1,2024,4,0,0,1,0,0,0,0
20240202,2024-02-02,2,Friday,1,2,February,1,2024,4,0,0,0,0,0,0,0
20240203,2024-02-03,3,Saturday,0,2,February,1,2024,4,0,0,0,0,0,0,0
20240204,2024-02-04,4,Sunday,0,2,February,1,2024,5,1,0,0,0,0,0,0
